Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price,Transmission(Speed)
Hyundai,Grand i10,2014,orange,hatchback,51531.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,82.0,114.0,18.9,BS IV,541000,4
Hyundai,Eon,2017,white,hatchback,40187.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,390000,5
Renault,Duster,2017,bronze,suv,77127.0,2,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,Manual,84.0,200.0,19.87,BS V,810000,5
Ford,EcoSport,2017,grey,suv,31080.0,1,5,diesel,52,1.5L DV5 (Diesel),1498,Manual,99.0,205.0,22.7,BS IV,932000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,28967.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,792000,5
Hyundai,Creta,2017,white,suv,69302.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1238000,6
Hyundai,Elite i20,2020,red,hatchback,14502.0,1,5,petrol,40,Kappa VTVT Petrol Engine,1197,Automatic,81.86,117.0,18.6,BS V,769000,5
Hyundai,Elite i20,2014,blue,hatchback,38213.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,635000,5
Maruti Suzuki,Celerio,2016,white,hatchback,54635.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,481000,5
Honda,City,2018,brown,sedan,32939.0,1,5,petrol,40,i VTEC Engine,1196,Automatic,117.6,145.0,18.0,BS V,1185000,5
Skoda,Rapid,2012,beige,sedan,99495.0,1,5,diesel,55,4 cylinder inline diesel engine,1598,Manual,103.0,250.0,14.3,BS III,466000,5
Renault,Kwid,2019,red,hatchback,23342.0,1,5,petrol,28,Petrol Engine,799,Manual,53.3,72.0,25.17,BS V,489000,5
Hyundai,Verna,2020,black,sedan,32464.0,1,5,petrol,45,1.0 l Kappa Turbo GDi	,998,Automatic,118.0,172.0,19.2,BS IV,1454000,7
Honda,WR-V,2019,red,suv,30457.0,1,5,diesel,40,i-DTEC Diesel engine,1498,Manual,97.89,200.0,23.7,BS IV,1032000,6
Toyota,Glanza,2021,red,hatchback,6738.0,1,5,petrol,37,Petrol Engine,1596,Manual,81.8,113.0,21.01,BS V,847000,5
Toyota,Glanza,2021,red,hatchback,6738.0,1,5,petrol,37,Petrol Engine,1197,Manual,81.8,113.0,21.01,BS V,847000,5
Honda,City,2020,brown,sedan,18402.0,1,5,petrol,40,1.5L i-VTEC DOHC with VTC Petrol Engine,1498,Manual,119.35,145.0,18.4,BS IV,1411000,6
Ford,EcoSport,2013,silver,suv,95381.0,1,5,diesel,52,1.5L DV5 (Diesel),1498,Manual,89.0,204.0,22.7,BS III,559000,5
Honda,Jazz,2016,orange,hatchback,22856.0,1,5,petrol,40,1.2 i-VTEC Petrol,1199,Manual,88.51,110.0,16.6,BS IV,625000,5
Maruti Suzuki,Ciaz,2019,white,sedan,15251.0,2,5,petrol,43,K15 Smart Hybrid Petrol E,1462,Automatic,103.25,138.0,20.0,BS IV,999000,4
Hyundai,Elite i20,2017,grey,hatchback,57394.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,677000,5
Maruti Suzuki,Eeco,2020,grey,muv,26856.0,1,5,petrol,40,Aluminium 32 bit,1197,Manual,72.42,98.0,16.11,BS IV,495000,5
Hyundai,Xcent,2019,grey,sedan,9421.0,1,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,761000,5
Maruti Suzuki,Baleno,2016,blue,hatchback,56204.0,2,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,647000,5
Honda,City,2017,grey,sedan,16936.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.6,145.0,17.4,BS IV,877000,5
Maruti Suzuki,Dzire,2021,silver,sedan,15443.0,1,5,petrol,37,1.2 L Petrol Engine,1197,Manual,88.5,113.0,23.26,BS IV,734000,5
Hyundai,Elite i20,2016,grey,hatchback,49826.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,661000,5
Maruti Suzuki,Alto 800,2020,grey,hatchback,7140.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,446000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,26533.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,814000,5
Maruti Suzuki,Alto 800,2019,white,hatchback,15928.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.33,69.0,22.05,BS IV,391000,5
Hyundai,New i20,2021,grey,hatchback,14133.0,1,5,petrol,37,1.0 l Turbo GDi,998,Automatic,118.0,172.0,20.2,BS IV,1034000,6
Maruti Suzuki,Alto K10,2015,blue,hatchback,29978.0,2,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,350000,5
Maruti Suzuki,Dzire,2018,grey,sedan,32454.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,23.26,BS V,763000,5
Maruti Suzuki,Swift Dzire,2012,beige,sedan,70628.0,1,5,diesel,42,DDiS Diesel Engine,1248,Manual,74.0,190.0,23.4,BS IV,487000,5
Ford,Figo,2020,grey,hatchback,11762.0,1,5,diesel,40,TDCi Diesel Engine,1596,Manual,98.96,215.0,24.4,BS V,787000,5
Ford,Figo,2020,grey,hatchback,11762.0,1,5,diesel,40,TDCi Diesel Engine,1499,Manual,98.96,215.0,24.4,BS V,787000,5
Hyundai,Grand i10,2017,white,hatchback,18411.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,526000,5
Hyundai,Grand i10,2018,grey,hatchback,42101.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,571000,5
Toyota,Yaris,2018,brown,sedan,73664.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1596,Manual,105.94,140.0,18.1,BS IV,1011000,5
Toyota,Yaris,2018,brown,sedan,73664.0,1,5,petrol,42,1.5 Dual VVT-i Engine,1496,Manual,105.94,140.0,18.1,BS IV,1011000,5
Maruti Suzuki,Ciaz,2016,brown,sedan,69045.0,1,5,petrol,43,k14B VVT Engine,1373,Manual,91.1,130.0,20.73,BS IV,699000,5
Hyundai,Elite i20,2016,white,hatchback,25382.0,1,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,Manual,82.0,115.0,18.6,BS IV,726000,5
Hyundai,Xcent,2015,red,sedan,68611.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Manual,81.0,114.0,19.1,BS IV,517000,5
Hyundai,Grand i10,2016,white,hatchback,30045.0,2,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,82.0,114.0,18.9,BS IV,573000,4
Hyundai,Eon,2018,red,hatchback,11225.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,454000,5
Renault,Lodgy,2015,silver,muv,73760.0,1,8,diesel,50,dCi Diesel with VGT,1461,Manual,108.0,245.0,19.98,BS V,625000,6
Ford,EcoSport,2019,blue,suv,67732.0,1,5,diesel,52,TDCi Diesel Engine,1498,Automatic,98.86,215.0,21.7,BS IV,955000,5
Maruti Suzuki,Alto K10,2011,red,hatchback,67463.0,2,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,274000,5
Renault,Kiger,2021,grey,suv,30322.0,1,5,petrol,40,1.0L Energy	,1298,Automatic,71.0,96.0,19.03,BS IV,926000,5
Maruti Suzuki,S-Presso,2019,white,hatchback,15878.0,2,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,465000,5
Volkswagen,Polo,2016,silver,hatchback,44885.0,1,5,petrol,45,MPI Petrol Engine,1199,Manual,74.0,110.0,16.2,BS V,663000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,31171.0,1,5,petrol,37,1.2L VVT Engine,1596,Manual,81.8,113.0,21.01,BS V,812000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,31171.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,812000,5
Honda,City,2016,silver,sedan,43992.0,1,5,petrol,40,i VTEC Engine,1497,Manual,117.3,145.0,18.0,BS IV,896000,5
Maruti Suzuki,Ciaz,2020,silver,sedan,17050.0,1,5,petrol,43,K15 Smart Hybrid Petrol E,1696,Manual,103.25,138.0,20.65,BS IV,978000,5
Maruti Suzuki,S-Presso,2020,grey,hatchback,6470.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,541000,5
Nissan,Magnite,2022,brown,suv,3832.0,1,5,petrol,40,1.0L HRAO Turbo,1298,Automatic,99.0,160.0,20.0,BS IV,1106000,5
Maruti Suzuki,Celerio,2015,blue,hatchback,47060.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,464000,5
Hyundai,Venue,2020,blue,suv,37489.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,994000,6
Hyundai,Elite i20,2020,grey,hatchback,30169.0,1,5,petrol,40,Kappa VTVT Petrol Engine,1197,Automatic,81.86,117.0,18.6,BS V,809000,5
Honda,Amaze,2015,white,sedan,53600.0,2,5,petrol,35,"4-Cylinder, SOHC i-VTEC",1198,Manual,86.9,109.0,18.0,BS IV,544000,5
Maruti Suzuki,Swift Dzire,2013,silver,sedan,61796.0,1,5,diesel,42,DDiS Diesel Engine,1248,Manual,74.0,190.0,23.4,BS IV,538000,5
Volkswagen,Ameo,2016,brown,sedan,26094.0,1,5,petrol,45,MPI Petrol Engine,1198,Automatic,73.75,110.0,17.0,BS V,607000,5
Maruti Suzuki,Ciaz,2016,brown,sedan,99144.0,1,5,petrol,43,K 14B VVT,1373,Automatic,91.0,130.0,19.12,BS IV,754000,5
Hyundai,Xcent,2017,white,sedan,49335.0,2,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,618000,5
Maruti Suzuki,Baleno,2019,blue,hatchback,13197.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,814000,5
Toyota,Etios Liva,2011,silver,hatchback,50857.0,1,5,petrol,45,4 cylinder petrol engine	,1197,Manual,80.0,104.0,17.71,BS IV,406000,5
Hyundai,Venue,2019,blue,suv,12156.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,997000,6
Hyundai,Grand i10,2017,white,hatchback,39525.0,2,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,523000,5
Maruti Suzuki,Alto K10,2019,red,hatchback,27951.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,425000,5
Hyundai,New i20,2021,silver,hatchback,25975.0,1,5,petrol,37,1.0 l Turbo GDi,998,Automatic,118.0,172.0,20.2,BS IV,1026000,6
Hyundai,i10,2011,grey,hatchback,89303.0,1,5,petrol,35,DOHC Kappa2 Engine,1197,Manual,78.9,111.8,20.36,BS III,353000,5
Maruti Suzuki,Celerio,2015,silver,hatchback,24655.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,490000,5
Renault,Duster,2017,grey,suv,54260.0,2,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,Manual,84.0,200.0,19.87,BS V,862000,5
Maruti Suzuki,Eeco,2017,grey,muv,39484.0,1,5,petrol,40,Aluminium 32 bit,1196,Manual,72.42,98.0,16.11,BS IV,425000,5
Hyundai,Grand i10,2015,grey,hatchback,32754.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,548000,5
Hyundai,Grand i10,2014,orange,hatchback,66963.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Manual,82.0,114.0,18.9,BS IV,465000,5
Hyundai,New Santro 1.1,2018,beige,hatchback,33581.0,1,5,petrol,35,1.1 L Petrol,1086,Manual,68.07,99.07,20.3,BS IV,505000,5
Mahindra,Scorpio,2017,white,suv,41060.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,1166000,5
Hyundai,Venue,2020,blue,suv,49130.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,1798,Manual,118.35,171.6,18.27,BS V,1099000,6
Maruti Suzuki,Alto 800,2021,grey,hatchback,4773.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,459000,5
Maruti Suzuki,Eeco,2021,silver,muv,14560.0,1,5,petrol,40,Aluminium 32 bit,1197,Manual,72.42,98.0,16.11,BS IV,506000,5
Renault,Duster,2013,silver,suv,88547.0,1,5,diesel,50,1.5 dCI K9K HP Diesel engine,1461,Manual,84.0,200.0,20.45,BS III,618000,5
Volkswagen,Ameo,2016,brown,sedan,46922.0,2,5,petrol,45,MPI Petrol Engine,1198,Automatic,73.75,110.0,17.0,BS V,544000,5
Hyundai,i10,2012,black,hatchback,64378.0,1,5,petrol,35,4 cylinder inline petrol engine,1086,Manual,68.05,99.04,19.81,BS III,334000,5
Maruti Suzuki,Baleno,2018,blue,hatchback,41244.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,764000,5
Maruti Suzuki,Alto K10,2011,black,hatchback,60256.0,2,5,petrol,35,K Series Petrol Engine,998,Manual,67.1,90.0,20.92,BS IV,245000,5
Ford,Figo,2011,green,hatchback,84494.0,2,5,petrol,45,16V DOHC,1196,Manual,71.0,102.0,11.0,BS III,290000,5
Maruti Suzuki,Ertiga,2018,blue,muv,58025.0,1,7,diesel,45,DDiS Diesel Engine,1248,Manual,89.0,200.0,24.52,BS IV,1091000,5
Hyundai,Xcent,2015,white,sedan,89133.0,1,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,Manual,81.0,114.0,19.1,BS IV,470000,5
Renault,Kwid,2019,white,hatchback,60983.0,1,5,petrol,28,Petrol Engine,999,Manual,67.0,91.0,23.01,BS V,430000,5
Honda,Amaze,2014,silver,sedan,61881.0,2,5,petrol,35,i-VTEC Petrol Engine,1198,Manual,86.7,109.0,18.0,BS IV,430000,5
Renault,Triber,2021,white,muv,32340.0,1,7,petrol,40,1.0L Petrol Engine,999,Manual,71.0,96.0,20.0,BS IV,749000,5
Hyundai,Grand i10,2017,silver,hatchback,37237.0,2,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,529000,5
Maruti Suzuki,Baleno,2017,grey,hatchback,64528.0,1,5,diesel,37,DDiS ,1248,Manual,74.0,190.0,27.39,BS V,722000,5
Datsun,GO,2015,white,hatchback,73892.0,1,5,petrol,35,DOHC with Dual VTVT,1798,Manual,67.05,104.0,19.02,BS V,279000,5
Maruti Suzuki,Baleno,2015,grey,hatchback,68796.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,620000,5
Mahindra,XUV500,2015,silver,suv,40438.0,1,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,Manual,140.0,330.0,15.1,BS III,1130000,6
Hyundai,Venue,2020,red,suv,12699.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,1043000,6
Maruti Suzuki,Alto 800,2018,grey,hatchback,23745.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.0,BS V,401000,5
Maruti Suzuki,Omni,2016,silver,muv,38717.0,1,5,petrol,36,"4 stroke cycle, Water cooled",796,Manual,34.0,59.0,16.8,BS V,335000,4
Honda,WR-V,2019,red,suv,73732.0,1,5,diesel,40,i-DTEC Diesel engine,1498,Manual,97.89,200.0,23.7,BS IV,915000,6
Renault,Kwid,2021,red,hatchback,16742.0,1,5,petrol,28,Petrol Engine,1298,Automatic,67.0,91.0,22.0,BS IV,528000,5
Honda,City,2017,brown,sedan,65581.0,3,5,petrol,40,i VTEC Engine,1497,Automatic,117.6,145.0,17.4,BS V,785000,5
Hyundai,Elite i20,2017,red,hatchback,39427.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,700000,5
Maruti Suzuki,Celerio,2014,white,hatchback,52004.0,1,5,petrol,35,K10B,998,Automatic,67.04,90.0,23.1,BS IV,439000,5
Maruti Suzuki,Alto 800,2013,red,hatchback,40545.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.74,BS III,319000,5
Maruti Suzuki,S-Presso,2021,grey,hatchback,15836.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.7,BS IV,520000,5
Maruti Suzuki,Eeco,2020,grey,muv,11212.0,1,5,petrol,40,Aluminium 32 bit,1197,Manual,72.42,98.0,16.11,BS IV,499000,5
Hyundai,Elite i20,2015,white,hatchback,52501.0,1,5,petrol,45,Kappa VTVT Petrol Engine,1197,Manual,81.83,114.7,18.6,BS IV,662000,5
Renault,Kiger,2021,red,suv,6052.0,1,5,petrol,40,1.0L Energy	,1298,Automatic,71.0,96.0,19.03,BS IV,936000,5
Maruti Suzuki,Dzire,2018,blue,sedan,20326.0,1,5,petrol,37,1.2 Litre Petrol Engine,1197,Automatic,88.5,113.0,24.12,BS V,737000,5
Toyota,Etios Liva,2011,red,hatchback,50009.0,1,5,petrol,45,"4-Cylinder 16V, DOHC",1596,Automatic,79.0,104.0,17.71,BS IV,439000,5
Toyota,Etios Liva,2011,red,hatchback,50009.0,1,5,petrol,45,"4-Cylinder 16V, DOHC",1496,Manual,79.0,104.0,17.71,BS IV,439000,5
Maruti Suzuki,S-Presso,2021,grey,hatchback,15113.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,543000,5
Hyundai,Verna,2014,white,sedan,50071.0,1,5,petrol,43,Front Wheel Drive,1591,Automatic,121.0,158.0,17.01,BS III,689000,5
Maruti Suzuki,Eeco,2020,white,muv,9832.0,1,5,petrol,40,Aluminium 32 bit,1197,Manual,72.42,98.0,16.11,BS IV,495000,5
Ford,Freestyle,2018,grey,crossover,43273.0,1,5,petrol,42,1.2 litre Petrol Engine,1298,Automatic,94.93,119.0,18.5,BS IV,617000,5
Maruti Suzuki,Ritz,2014,silver,hatchback,44193.0,1,5,petrol,43,inline 4 cylinder petrol engine,1197,Manual,85.0,113.0,18.5,BS IV,469000,5
Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,Manual,81.86,113.75,20.14,BS V,669000,4
Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,669000,4
Hyundai,i20 Active,2017,brown,crossover,43613.0,1,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,Automatic,82.0,115.0,17.19,BS V,752000,5
Honda,City,2018,brown,sedan,46006.0,1,5,petrol,40,i VTEC Engine,1196,Automatic,117.6,145.0,18.0,BS V,1132000,5
Hyundai,i20 Active,2018,brown,crossover,35015.0,2,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,Automatic,82.0,115.0,17.19,BS V,760000,5
Hyundai,Eon,2017,white,hatchback,55670.0,1,5,petrol,32,Petrol Engine,1798,Manual,55.2,74.5,21.1,BS IV,367000,5
Hyundai,Grand i10,2018,silver,hatchback,38961.0,1,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,568000,5
Hyundai,Verna,2020,blue,sedan,41843.0,1,5,petrol,45,1.5 l MPi	,1497,Automatic,113.0,144.0,18.4,BS IV,1448000,5
Hyundai,Grand i10,2018,white,hatchback,13846.0,2,5,petrol,43,Kappa VTVT Petrol Engine,1197,Automatic,81.86,113.75,18.9,BS V,579000,5
Maruti Suzuki,Alto K10,2019,orange,hatchback,16712.0,2,5,petrol,35,K Series Petrol Engine,1798,Manual,67.1,90.0,23.95,BS V,475000,5
Ford,EcoSport,2015,red,suv,92474.0,2,5,diesel,52,1.5L DV5 (Diesel),1498,Manual,89.0,204.0,22.7,BS III,635000,5
Maruti Suzuki,Ciaz,2014,black,sedan,44815.0,1,5,petrol,43,k14B VVT Engine,1373,Manual,91.0,130.0,20.73,BS IV,647000,5
Honda,City,2020,white,sedan,13209.0,1,5,petrol,40,1.5L i-VTEC Petrol Engine,1498,Manual,119.3,145.0,18.4,BS IV,1314000,6
Hyundai,Eon,2013,red,hatchback,48721.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,326000,5
Mahindra,Scorpio,2015,blue,suv,41651.0,1,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,Manual,120.0,280.0,15.4,BS IV,1127000,5
Hyundai,New Santro 1.1,2019,blue,hatchback,8842.0,1,5,petrol,35,1.1 L Petrol,1086,Manual,68.07,99.07,20.3,BS IV,565000,5
Volkswagen,Ameo,2016,blue,sedan,64313.0,1,5,petrol,45,MPI Petrol Engine,1298,Automatic,73.75,110.0,17.0,BS V,553000,5
Maruti Suzuki,S-Cross,2016,brown,suv,52220.0,1,5,diesel,48,DDiS 200,1248,Automatic,89.0,200.0,23.65,BS V,831000,5
Ford,Figo Aspire,2019,red,sedan,10370.0,1,5,petrol,42,Ti-VCT Petrol Engine,1798,Manual,94.93,119.0,18.5,BS V,776000,5
Honda,Amaze,2016,brown,sedan,60656.0,1,5,petrol,35,i-VTEC Petrol Engine,1198,Manual,86.7,109.0,18.0,BS IV,533000,5
Maruti Suzuki,Alto 800,2020,red,hatchback,12433.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,443000,5
Volkswagen,Polo,2013,grey,hatchback,53735.0,1,5,petrol,45,MPI Petrol Engine,1198,Manual,73.9,110.0,16.47,BS IV,524000,5
Skoda,Superb,2014,red,sedan,46103.0,2,5,petrol,60,"Turbocharged petrol engine, in-line, liquid cooling system, direct injection, 16V DOHC, transverse in front",1798,Automatic,158.0,250.0,13.1,BS III,1299000,7
Maruti Suzuki,Alto 800,2019,red,hatchback,2174.0,1,5,petrol,35,F8D Petrol Engine,796,Manual,47.3,69.0,22.05,BS IV,420000,5
Volkswagen,Polo,2012,silver,hatchback,64878.0,1,5,petrol,45,MPI Petrol Engine,1199,Manual,74.0,110.0,16.2,BS IV,450000,5
Hyundai,Creta,2017,red,suv,76978.0,1,5,petrol,60,Petrol Dual VTVT,1591,Manual,122.0,154.0,15.29,BS IV,1212000,6
Honda,Amaze,2018,white,sedan,33454.0,1,5,petrol,35,i-VTEC Petrol Engine,1199,Manual,88.76,110.0,18.6,BS IV,772000,5
Tata,Harrier,2019,white,suv,19589.0,1,5,diesel,50,Kryotec 2.0 L Turbocharge,1956,Manual,138.0,350.0,17.0,BS IV,1699000,6
Maruti Suzuki,S-Presso,2021,silver,hatchback,17101.0,1,5,petrol+cng,27,K10B Petrol Engine,998,Manual,67.0,90.0,31.19,BS IV,612000,5
Maruti Suzuki,Ertiga,2015,brown,muv,51844.0,1,7,diesel,45,DDiS Diesel Engine,1248,Manual,89.0,200.0,20.77,BS III,911000,5
Ford,EcoSport,2016,red,suv,91463.0,2,5,diesel,52,1.5L DV5 (Diesel),1498,Manual,99.0,205.0,22.7,BS IV,707000,5
Hyundai,Creta,2017,grey,suv,88895.0,2,5,diesel,60,U2 VGT CRDi,1582,Manual,126.0,265.0,19.67,BS IV,1098000,6
Chevrolet,Beat,2014,green,hatchback,45080.0,1,5,petrol,35,S-TEC II,1199,Manual,79.0,108.0,18.6,BS IV,335000,5
Volkswagen,Ameo,2016,grey,sedan,81709.0,1,5,petrol,45,MPI Petrol Engine,1198,Automatic,73.75,110.0,17.0,BS V,545000,5
Nissan,Micra Active,2015,silver,hatchback,48656.0,1,5,petrol,41,3 cylinder petrol engine,1198,Automatic,67.0,104.0,19.49,BS V,475000,5
Ford,Freestyle,2019,red,crossover,17504.0,1,5,petrol,42,1.2 litre Petrol Engine,1298,Automatic,94.93,119.0,18.5,BS IV,667000,5
Tata,Nano,2013,blue,hatchback,33744.0,1,4,petrol,15,"624 cc, 2 cylinder, MPFI",624,Manual,35.0,48.0,18.4,BS IV,188000,4
Hyundai,Venue,2019,blue,suv,18398.0,2,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,Manual,118.35,171.6,18.27,BS IV,907000,6
Volkswagen,Ameo,2017,brown,sedan,41757.0,1,5,petrol,45,MPI Petrol Engine,1198,Automatic,73.75,110.0,17.0,BS V,619000,5
Hyundai,i20 Active,2015,red,crossover,41086.0,1,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,Automatic,89.0,220.0,21.19,BS V,748000,6
Maruti Suzuki,Baleno,2019,silver,hatchback,25418.0,1,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,731000,5
Maruti Suzuki,Alto K10,2018,red,hatchback,23606.0,1,5,petrol,35,K10B,998,Manual,67.0,90.0,24.07,BS V,395000,5
Renault,Triber,2020,red,muv,18798.0,1,7,petrol,40,1.0L Petrol Engine,999,Manual,71.0,96.0,20.0,BS IV,758000,5
Maruti Suzuki,S-Presso,2019,orange,hatchback,24105.0,1,5,petrol,27,K10B Petrol Engine,998,Manual,67.0,90.0,21.01,BS IV,495000,5
Volkswagen,Polo,2018,silver,hatchback,26394.0,1,5,petrol,45,1.0L MPI Petrol,999,Manual,75.01,95.0,17.74,BS IV,699000,5
Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1.2L Kappa Dual VTVT Petr,1596,Manual,81.86,113.75,20.14,BS V,651000,4
Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,Manual,81.86,113.75,20.14,BS V,651000,4
Hyundai,Santro Xing,2012,red,hatchback,34060.0,1,5,petrol,35,Petrol Engine,1086,Manual,62.1,96.1,17.92,BS IV,332000,5
Hyundai,i20,2011,white,hatchback,46251.0,2,5,petrol,45,In-Line Engine,1197,Manual,80.0,112.0,18.5,BS IV,371000,5
Ford,Freestyle,2020,red,crossover,6886.0,1,5,petrol,42,1.2 litre Petrol Engine,1298,Automatic,94.93,119.0,18.5,BS IV,753000,5
Hyundai,Venue,2020,white,suv,26020.0,1,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,1798,Manual,118.35,171.6,18.27,BS V,1117000,6
Hyundai,Eon,2013,white,hatchback,33440.0,1,5,petrol,32,Petrol Engine,814,Manual,55.2,74.5,21.1,BS IV,305000,5
Ford,EcoSport,2019,grey,suv,11800.0,1,5,petrol,52,Ti-VCT Petrol Engine,1496,Automatic,120.69,149.0,15.9,BS IV,945000,5
MG Motors,Hector,2019,white,suv,7339.0,1,5,petrol,60,FWD,1451,Automatic,141.0,250.0,13.96,BS IV,1799000,6
Maruti Suzuki,Baleno,2017,orange,hatchback,41465.0,2,5,petrol,37,1.2L VVT Engine,1197,Manual,81.8,113.0,21.01,BS V,681000,5
Maruti Suzuki,Ertiga,2013,grey,muv,67020.0,1,7,petrol,45,K-Series Petrol Engine with VVT,1373,Manual,93.7,130.0,16.02,BS III,694000,5
